(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,PumpT,PCBT,FdpT,PumpP,PCBP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShdop
60:22:27,1657437810,2022-07-10T07:23:27,2022-07-10T01:23:30,1.994,7237.04,32.19,30.29,33.71,849.31,852.69,188.316666,18.16,0.9691,291,0,12.781,1.92754,4.14,54113,40.564709,-105.073024,1529.3,12,0.028784,0.8
60:22:57,1657437840,2022-07-10T07:23:57,2022-07-10T01:24:00,1.992,7238.03,32.18,30.31,33.67,849.25,852.75,190.550003,17.96,0.9692,291,0,12.778,1.93703,4.14,54101,40.564703,-105.073026,1533.7,12,0.038550,0.8
60:23:27,1657437870,2022-07-10T07:24:27,2022-07-10T01:24:30,1.992,7239.03,32.17,30.26,33.67,849.20,852.73,189.050003,17.67,0.9693,291,0,12.780,1.93090,4.14,54089,40.564709,-105.073027,1536.4,12,0.015420,0.7
60:23:57,1657437900,2022-07-10T07:24:57,2022-07-10T01:25:00,1.992,7240.02,32.16,30.24,33.67,849.26,852.78,188.666672,18.36,0.9692,291,0,12.779,1.93519,4.14,54078,40.564710,-105.073034,1533.2,12,0.018504,0.7
60:24:27,1657437930,2022-07-10T07:25:27,2022-07-10T01:25:30,1.992,7241.02,32.15,30.21,33.66,849.34,852.89,191.366669,18.13,0.9695,291,0,12.781,1.93152,4.14,54066,40.564715,-105.073050,1534.2,12,0.044718,0.7
60:24:57,1657437960,2022-07-10T07:25:57,2022-07-10T01:26:00,1.993,7242.02,32.13,30.21,33.61,849.29,852.81,192.149994,18.46,0.9694,291,0,12.780,1.92876,4.14,54054,40.564714,-105.073064,1531.7,12,0.002056,0.7
60:25:27,1657437990,2022-07-10T07:26:27,2022-07-10T01:26:30,1.992,7243.01,32.12,30.17,33.63,849.16,852.76,189.716660,18.37,0.9694,291,0,12.781,1.92570,4.14,54042,40.564725,-105.073074,1529.9,12,0.017476,0.7
60:25:57,1657438020,2022-07-10T07:26:57,2022-07-10T01:27:00,1.992,7244.01,32.12,30.16,33.60,849.21,852.78,189.449997,18.45,0.9694,291,0,12.781,1.93060,4.14,54030,40.564726,-105.073052,1528.6,12,0.033924,0.8
60:26:27,1657438050,2022-07-10T07:27:27,2022-07-10T01:27:30,1.992,7245.00,32.09,30.13,33.61,849.24,852.79,190.883331,18.49,0.9695,291,0,12.780,1.92723,4.14,54019,40.564725,-105.073044,1528.0,12,0.043176,0.7
60:26:57,1657438080,2022-07-10T07:27:57,2022-07-10T01:28:00,1.991,7246.00,32.07,30.13,33.60,849.28,852.82,190.600006,18.68,0.9695,291,0,12.779,1.93335,4.13,54007,40.564722,-105.073058,1527.0,12,0.034952,0.9
60:27:27,1657438110,2022-07-10T07:28:27,2022-07-10T01:28:30,1.991,7247.00,32.08,30.08,33.56,849.28,852.86,191.066666,18.65,0.9696,291,0,12.778,1.92418,4.13,53995,40.564732,-105.073065,1524.9,12,0.010280,0.8
60:27:57,1657438140,2022-07-10T07:28:57,2022-07-10T01:29:00,1.990,7247.99,32.06,30.11,33.56,849.23,852.82,192.233337,18.31,0.9696,291,0,12.780,1.93090,4.13,53983,40.564717,-105.073059,1527.2,12,0.026728,0.8
60:28:27,1657438170,2022-07-10T07:29:27,2022-07-10T01:29:30,1.988,7248.99,32.04,30.05,33.55,849.34,852.82,187.500000,17.04,0.9700,290,0,12.780,1.92846,4.13,53971,40.564712,-105.073070,1528.6,12,0.014906,0.8
60:28:57,1657438200,2022-07-10T07:29:57,2022-07-10T01:30:00,1.995,7249.98,32.05,30.06,33.56,849.20,852.96,188.733337,18.25,0.9698,290,0,12.799,1.93213,4.13,53960,40.564728,-105.073092,1526.1,12,0.054484,0.8
60:29:27,1657438230,2022-07-10T07:30:27,2022-07-10T01:30:30,1.995,7250.98,32.02,30.04,33.54,849.15,852.80,190.699997,18.40,0.9697,290,0,12.799,1.93796,4.13,53948,40.564746,-105.073083,1525.4,12,0.029298,0.7
60:29:57,1657438260,2022-07-10T07:30:57,2022-07-10T01:31:00,1.994,7251.98,32.03,30.04,33.56,849.20,852.88,192.933334,18.71,0.9697,290,0,12.799,1.93397,4.13,53936,40.564737,-105.073068,1526.7,12,0.034438,0.8
60:30:27,1657438290,2022-07-10T07:31:27,2022-07-10T01:31:30,1.995,7252.97,32.02,30.00,33.51,849.18,852.92,191.066666,18.83,0.9698,290,0,12.799,1.93703,4.13,53924,40.564734,-105.073058,1525.9,12,0.010280,0.8
60:30:57,1657438320,2022-07-10T07:31:57,2022-07-10T01:32:00,1.993,7253.97,32.00,29.98,33.49,849.16,852.93,189.883331,18.52,0.9699,290,0,12.798,1.92999,4.13,53912,40.564736,-105.073058,1526.9,12,0.019018,0.8
60:31:27,1657438350,2022-07-10T07:32:27,2022-07-10T01:32:30,1.993,7254.96,32.01,29.98,33.49,849.18,852.88,191.733337,18.33,0.9699,290,0,12.796,1.92846,4.13,53900,40.564733,-105.073049,1526.9,12,0.027756,0.8
60:31:57,1657438380,2022-07-10T07:32:57,2022-07-10T01:33:00,1.993,7255.96,31.99,29.98,33.47,849.16,852.80,190.800003,18.78,0.9698,290,0,12.796,1.93060,4.12,53888,40.564725,-105.073051,1525.6,12,0.040606,0.8
60:32:27,1657438410,2022-07-10T07:33:27,2022-07-10T01:33:30,1.993,7256.96,31.97,29.96,33.49,849.19,852.80,192.616669,18.84,0.9698,290,0,12.798,1.93734,4.12,53876,40.564707,-105.073049,1524.1,12,0.010794,0.8
60:32:57,1657438440,2022-07-10T07:33:57,2022-07-10T01:34:00,1.993,7257.95,31.97,29.94,33.49,849.25,852.99,193.300003,18.81,0.9700,290,0,12.796,1.93121,4.12,53865,40.564699,-105.073052,1526.1,12,0.055512,0.7
60:33:27,1657438470,2022-07-10T07:34:27,2022-07-10T01:34:30,1.992,7258.95,31.97,29.92,33.47,849.19,852.91,190.699997,18.91,0.9699,290,0,12.795,1.92876,4.12,53853,40.564712,-105.073055,1527.9,12,0.011822,0.7
60:33:57,1657438500,2022-07-10T07:34:57,2022-07-10T01:35:00,1.992,7259.95,31.94,29.91,33.45,849.17,852.94,191.116669,19.00,0.9700,290,0,12.796,1.93796,4.12,53841,40.564713,-105.073046,1525.3,12,0.028784,0.7
60:34:27,1657438530,2022-07-10T07:35:27,2022-07-10T01:35:30,1.993,7260.94,31.93,29.91,33.44,849.14,852.94,192.916672,18.48,0.9702,290,0,12.796,1.93673,4.12,53829,40.564714,-105.073060,1524.0,12,0.010280,0.7
60:34:57,1657438560,2022-07-10T07:35:57,2022-07-10T01:36:00,1.992,7261.94,31.91,29.90,33.44,849.28,852.91,190.583328,19.04,0.9701,290,0,12.795,1.93826,4.12,53817,40.564703,-105.073076,1529.7,12,0.014906,0.8
60:35:27,1657438590,2022-07-10T07:36:27,2022-07-10T01:36:30,1.992,7262.93,31.90,29.87,33.42,849.15,852.90,192.483337,19.00,0.9701,290,0,12.795,1.93274,4.12,53805,40.564718,-105.073070,1526.5,12,0.020560,0.8
60:35:57,1657438620,2022-07-10T07:36:57,2022-07-10T01:37:00,1.992,7263.93,31.89,29.88,33.42,849.21,852.90,191.100006,18.83,0.9702,290,0,12.796,1.92907,4.12,53793,40.564713,-105.073074,1528.2,12,0.022616,0.8
60:36:27,1657438650,2022-07-10T07:37:27,2022-07-10T01:37:30,1.991,7264.93,31.89,29.86,33.42,849.26,852.91,190.899994,18.83,0.9702,290,0,12.796,1.93029,4.12,53782,40.564722,-105.073078,1530.0,12,0.037522,0.8
60:36:57,1657438680,2022-07-10T07:37:57,2022-07-10T01:38:00,1.992,7265.92,31.87,29.84,33.39,849.24,853.01,191.933334,18.88,0.9704,290,0,12.795,1.92754,4.11,53770,40.564733,-105.073067,1531.4,12,0.007710,0.8
60:37:27,1657438710,2022-07-10T07:38:27,2022-07-10T01:38:30,1.990,7266.92,31.86,29.84,33.40,849.21,852.90,190.766663,18.91,0.9703,290,0,12.797,1.93121,4.11,53758,40.564730,-105.073051,1530.3,12,0.019532,0.8
60:37:57,1657438740,2022-07-10T07:38:57,2022-07-10T01:39:00,1.992,7267.91,31.85,29.82,33.36,849.27,852.92,189.933334,18.87,0.9704,290,0,12.795,1.93458,4.11,53746,40.564720,-105.073055,1531.7,12,0.003598,0.8
60:38:27,1657438770,2022-07-10T07:39:27,2022-07-10T01:39:30,1.991,7268.91,31.84,29.79,33.37,849.19,852.90,191.416672,18.76,0.9704,290,0,12.797,1.93703,4.11,53734,40.564714,-105.073050,1533.2,12,0.012850,0.8
60:38:57,1657438800,2022-07-10T07:39:57,2022-07-10T01:40:00,1.991,7269.91,31.84,29.79,33.38,849.19,852.98,188.899994,18.76,0.9705,290,0,12.797,1.93121,4.11,53722,40.564706,-105.073061,1529.0,12,0.073502,0.8
60:39:27,1657438830,2022-07-10T07:40:27,2022-07-10T01:40:30,1.991,7270.90,31.82,29.76,33.30,849.20,852.91,188.500000,18.89,0.9704,290,0,12.795,1.92876,4.11,53710,40.564718,-105.073042,1526.8,12,0.028270,0.8
60:39:57,1657438860,2022-07-10T07:40:57,2022-07-10T01:41:00,1.991,7271.90,31.79,29.75,33.33,849.18,852.85,189.250000,18.88,0.9705,290,0,12.796,1.93029,4.11,53698,40.564722,-105.073039,1526.3,12,0.023644,0.8
60:40:27,1657438890,2022-07-10T07:41:27,2022-07-10T01:41:30,1.990,7272.89,31.78,29.76,33.29,849.21,852.93,191.733337,19.08,0.9706,290,0,12.794,1.93274,4.11,53687,40.564726,-105.073021,1523.7,12,0.025186,0.8
60:40:57,1657438920,2022-07-10T07:41:57,2022-07-10T01:42:00,1.990,7273.89,31.76,29.75,33.29,849.13,852.81,190.699997,18.78,0.9706,290,0,12.794,1.93427,4.11,53675,40.564730,-105.073037,1524.1,12,0.030840,0.8
60:41:27,1657438950,2022-07-10T07:42:27,2022-07-10T01:42:30,1.990,7274.89,31.76,29.75,33.30,849.10,852.85,188.816666,18.85,0.9706,290,0,12.792,1.93673,4.11,53663,40.564735,-105.073044,1523.1,12,0.046774,0.8
60:41:57,1657438980,2022-07-10T07:42:57,2022-07-10T01:43:00,1.991,7275.88,31.74,29.68,33.26,849.05,852.85,190.649994,18.68,0.9707,290,0,12.793,1.93458,4.11,53651,40.564734,-105.073034,1522.6,12,0.017476,0.8
60:42:27,1657439010,2022-07-10T07:43:27,2022-07-10T01:43:30,1.990,7276.88,31.74,29.68,33.22,849.19,852.85,187.783340,19.01,0.9706,290,0,12.795,1.93550,4.11,53639,40.564709,-105.073040,1525.3,12,0.026214,0.8
60:42:57,1657439040,2022-07-10T07:43:57,2022-07-10T01:44:00,1.990,7277.88,31.72,29.69,33.26,849.08,852.83,188.866669,19.18,0.9706,290,0,12.793,1.93244,4.10,53627,40.564719,-105.073056,1520.5,12,0.024158,0.8
60:43:27,1657439070,2022-07-10T07:44:27,2022-07-10T01:44:30,1.990,7278.87,31.71,29.68,33.26,849.17,852.83,189.483337,18.67,0.9708,289,0,12.793,1.93060,4.10,53615,40.564703,-105.073049,1522.7,12,0.042148,0.8
60:43:57,1657439100,2022-07-10T07:44:57,2022-07-10T01:45:00,1.993,7279.87,31.70,29.68,33.22,849.00,852.90,190.216660,19.16,0.9708,289,0,12.812,1.93182,4.10,53603,40.564704,-105.073049,1522.8,12,0.009252,0.8
60:44:27,1657439130,2022-07-10T07:45:27,2022-07-10T01:45:30,1.993,7280.86,31.69,29.67,33.21,849.14,852.83,190.149994,19.21,0.9707,289,0,12.810,1.93397,4.10,53591,40.564719,-105.073045,1526.5,12,0.016448,0.8
60:44:57,1657439160,2022-07-10T07:45:57,2022-07-10T01:46:00,1.993,7281.86,31.68,29.65,33.22,849.14,852.86,191.883331,19.47,0.9707,289,0,12.813,1.93673,4.10,53580,40.564725,-105.073031,1531.9,12,0.012336,0.8
60:45:27,1657439190,2022-07-10T07:46:27,2022-07-10T01:46:30,1.993,7282.86,31.67,29.61,33.16,848.99,852.76,191.066666,17.21,0.9711,289,0,12.812,1.93244,4.10,53568,40.564721,-105.073043,1530.3,12,0.019018,0.8
60:45:57,1657439220,2022-07-10T07:46:57,2022-07-10T01:47:00,1.993,7283.85,31.66,29.61,33.21,849.07,852.86,189.133331,19.34,0.9708,289,0,12.812,1.93673,4.10,53556,40.564709,-105.073039,1532.7,12,0.021588,0.8
60:46:27,1657439250,2022-07-10T07:47:27,2022-07-10T01:47:30,1.992,7284.85,31.65,29.61,33.17,849.05,852.88,190.866669,19.33,0.9709,289,0,12.809,1.92876,4.10,53544,40.564706,-105.073039,1537.5,12,0.003084,0.8
60:46:57,1657439280,2022-07-10T07:47:57,2022-07-10T01:48:00,1.992,7285.84,31.64,29.59,33.19,849.05,852.77,189.783340,19.84,0.9707,289,0,12.813,1.93152,4.10,53532,40.564717,-105.073047,1535.5,12,0.029812,0.8
60:47:27,1657439310,2022-07-10T07:48:27,2022-07-10T01:48:30,1.993,7286.84,31.63,29.59,33.17,849.27,852.72,189.399994,19.80,0.9707,289,0,12.810,1.93152,4.10,53520,40.564709,-105.073045,1536.5,12,0.075558,0.8
60:47:57,1657439340,2022-07-10T07:48:57,2022-07-10T01:49:00,1.992,7287.84,31.62,29.57,33.15,849.05,852.84,191.433334,19.97,0.9708,289,0,12.809,1.93765,4.10,53508,40.564709,-105.073032,1534.3,12,0.003084,0.8
60:48:27,1657439370,2022-07-10T07:49:27,2022-07-10T01:49:30,1.992,7288.83,31.60,29.56,33.14,849.30,852.83,190.399994,19.96,0.9709,289,0,12.807,1.93519,4.09,53496,40.564715,-105.073032,1530.9,12,0.011822,0.8
60:48:57,1657439400,2022-07-10T07:49:57,2022-07-10T01:50:00,1.991,7289.83,31.60,29.54,33.12,849.19,852.83,191.033340,20.09,0.9709,289,0,12.826,1.92846,4.19,53489,40.564722,-105.073036,1530.9,12,0.028270,0.8
60:49:27,1657439430,2022-07-10T07:50:27,2022-07-10T01:50:30,1.990,7290.82,31.59,30.23,33.13,849.11,851.90,190.433334,20.08,0.9698,289,0,12.836,1.93642,4.20,53539,40.564724,-105.073043,1530.9,12,0.026728,0.8
60:49:57,1657439460,2022-07-10T07:50:57,2022-07-10T01:51:00,1.998,7291.82,31.62,31.00,33.15,849.10,850.83,193.866669,19.81,0.9686,289,0,12.845,1.93734,4.20,53584,40.564708,-105.073031,1527.8,12,0.028270,0.8
60:50:27,1657439490,2022-07-10T07:51:27,2022-07-10T01:51:30,2.003,7292.82,31.66,31.56,33.15,848.99,850.07,188.516663,19.95,0.9675,289,0,12.854,1.94134,4.20,53627,40.564700,-105.073022,1527.2,12,0.021588,0.8
60:50:57,1657439520,2022-07-10T07:51:57,2022-07-10T01:52:00,2.007,7293.82,31.72,31.99,33.22,849.16,849.54,192.300003,19.78,0.9668,289,0,12.858,1.94318,4.20,53667,40.564703,-105.073032,1525.1,12,0.003084,0.8
60:51:27,1657439550,2022-07-10T07:52:27,2022-07-10T01:52:30,2.009,7294.83,31.76,32.30,33.29,848.99,849.05,192.433334,18.96,0.9662,289,0,12.863,1.93918,4.20,53706,40.564707,-105.073034,1519.1,12,0.014906,0.8
60:51:57,1657439580,2022-07-10T07:52:57,2022-07-10T01:53:00,2.012,7295.84,31.82,32.56,33.29,849.03,848.82,190.800003,19.09,0.9657,290,0,12.864,1.94195,4.20,53742,40.564718,-105.073041,1522.7,12,0.006682,0.8
60:52:27,1657439610,2022-07-10T07:53:27,2022-07-10T01:53:30,2.009,7296.85,31.86,32.77,33.38,849.08,848.60,191.183334,19.51,0.9653,290,0,12.849,1.94011,4.20,53777,40.564715,-105.073037,1526.7,12,0.021588,0.8
60:52:57,1657439640,2022-07-10T07:53:57,2022-07-10T01:54:00,2.011,7297.86,31.90,32.90,33.44,849.04,848.46,193.333328,19.82,0.9649,290,0,12.849,1.93673,4.20,53810,40.564723,-105.073021,1527.3,12,0.039578,0.8
60:53:27,1657439670,2022-07-10T07:54:27,2022-07-10T01:54:30,2.013,7298.87,31.94,32.96,33.48,849.09,848.37,190.516663,17.05,0.9652,291,0,12.850,1.94626,4.20,53841,40.564705,-105.073010,1528.2,12,0.040092,0.9
60:53:57,1657439700,2022-07-10T07:54:57,2022-07-10T01:55:00,2.008,7299.87,31.98,33.07,33.50,849.03,848.28,191.933334,19.13,0.9646,291,0,12.830,1.94134,4.20,53871,40.564705,-105.073005,1535.4,12,0.021588,0.7
60:54:27,1657439730,2022-07-10T07:55:27,2022-07-10T01:55:30,2.009,7300.88,32.00,33.06,33.51,849.10,848.33,189.800003,17.58,0.9649,291,0,12.829,1.93980,4.20,53899,40.564679,-105.073020,1537.8,12,0.025186,0.7
60:54:57,1657439760,2022-07-10T07:55:57,2022-07-10T01:56:00,2.009,7301.88,32.03,33.10,33.53,849.15,848.36,189.149994,18.02,0.9647,291,0,12.829,1.94041,4.20,53926,40.564682,-105.073015,1537.2,12,0.040092,0.7
60:55:27,1657439790,2022-07-10T07:56:27,2022-07-10T01:56:30,2.008,7302.89,32.04,33.09,33.57,849.04,848.41,189.483337,18.23,0.9647,291,0,12.831,1.93703,4.20,53952,40.564690,-105.073014,1531.6,12,0.031868,0.7
60:55:57,1657439820,2022-07-10T07:56:57,2022-07-10T01:57:00,2.010,7303.90,32.07,33.08,33.57,849.08,848.35,189.949997,18.45,0.9645,291,0,12.828,1.93888,4.20,53976,40.564708,-105.073024,1535.0,12,0.018504,0.7
60:56:27,1657439850,2022-07-10T07:57:27,2022-07-10T01:57:30,2.010,7304.90,32.09,33.04,33.58,848.97,848.49,189.966660,18.68,0.9645,291,0,12.828,1.94349,4.20,53999,40.564714,-105.073036,1535.6,12,0.041120,0.7
60:56:57,1657439880,2022-07-10T07:57:57,2022-07-10T01:58:00,2.010,7305.91,32.10,33.00,33.60,849.03,848.62,190.649994,18.76,0.9646,291,0,12.828,1.93888,4.20,54021,40.564717,-105.073058,1533.2,12,0.053456,0.8
60:57:27,1657439910,2022-07-10T07:58:27,2022-07-10T01:58:30,2.008,7306.92,32.11,32.93,33.65,849.11,848.64,193.183334,18.28,0.9647,291,0,12.827,1.94134,4.20,54041,40.564727,-105.073062,1528.3,12,0.094576,0.8
60:57:57,1657439940,2022-07-10T07:58:57,2022-07-10T01:59:00,2.008,7307.93,32.11,32.89,33.63,848.97,848.70,188.916672,17.01,0.9650,291,0,12.827,1.93244,4.20,54061,40.564717,-105.073049,1530.3,12,0.034438,0.7
60:58:27,1657439970,2022-07-10T07:59:27,2022-07-10T01:59:30,2.008,7308.93,32.12,32.83,33.65,849.05,848.92,192.883331,18.53,0.9649,291,0,12.824,1.93611,4.20,54080,40.564707,-105.073036,1528.3,12,0.009766,0.8
60:58:57,1657440000,2022-07-10T07:59:57,2022-07-10T02:00:00,2.008,7309.94,32.13,32.73,33.63,848.99,848.91,192.283340,18.61,0.9649,291,0,12.821,1.93857,4.20,54097,40.564689,-105.073016,1524.7,12,0.044718,0.7
60:59:27,1657440030,2022-07-10T08:00:27,2022-07-10T02:00:30,2.006,7310.94,32.13,32.65,33.61,848.96,849.07,191.750000,18.70,0.9650,291,0,12.821,1.93980,4.20,54114,40.564694,-105.073038,1527.8,12,0.010794,0.7
60:59:57,1657440060,2022-07-10T08:00:57,2022-07-10T02:01:00,2.007,7311.94,32.13,32.56,33.61,848.88,849.18,190.649994,18.29,0.9653,291,0,12.818,1.93642,4.20,54130,40.564704,-105.073034,1529.8,12,0.027756,0.8
61:00:27,1657440090,2022-07-10T08:01:27,2022-07-10T02:01:30,2.007,7312.95,32.13,32.53,33.66,848.99,849.26,190.866669,19.32,0.9651,291,0,12.820,1.93213,4.20,54145,40.564715,-105.073030,1525.1,12,0.035980,0.7
61:00:57,1657440120,2022-07-10T08:01:57,2022-07-10T02:02:00,2.006,7313.95,32.13,32.42,33.65,849.02,849.35,192.733337,19.30,0.9652,291,0,12.819,1.93734,4.20,54160,40.564717,-105.073043,1529.1,12,0.056540,0.8
61:01:27,1657440150,2022-07-10T08:02:27,2022-07-10T02:02:30,2.005,7314.95,32.12,32.36,33.64,849.08,849.43,190.383331,19.41,0.9653,291,0,12.816,1.93703,4.20,54173,40.564715,-105.073053,1535.1,12,0.044718,0.8
61:01:57,1657440180,2022-07-10T08:02:57,2022-07-10T02:03:00,2.006,7315.95,32.10,32.27,33.63,848.94,849.38,191.733337,19.47,0.9653,291,0,12.815,1.94072,4.20,54186,40.564718,-105.073060,1534.1,12,0.032382,0.8
61:02:27,1657440210,2022-07-10T08:03:27,2022-07-10T02:03:30,2.005,7316.95,32.08,32.20,33.62,848.98,849.50,191.566666,19.05,0.9656,291,0,12.812,1.93335,4.20,54198,40.564686,-105.073032,1525.7,12,0.009252,0.8
61:02:57,1657440240,2022-07-10T08:03:57,2022-07-10T02:04:00,2.004,7317.95,32.07,32.12,33.59,849.00,849.74,188.916672,18.75,0.9660,291,0,12.814,1.93274,4.20,54210,40.564681,-105.073025,1522.5,12,0.007710,0.8
61:03:27,1657440270,2022-07-10T08:04:27,2022-07-10T02:04:30,2.003,7318.95,32.05,32.02,33.59,848.87,849.77,189.466660,19.18,0.9660,291,0,12.813,1.93611,4.20,54221,40.564686,-105.073032,1524.9,12,0.024672,0.8
61:03:57,1657440300,2022-07-10T08:04:57,2022-07-10T02:05:00,2.003,7319.94,32.04,31.97,33.53,848.96,849.80,192.166672,19.28,0.9661,291,0,12.809,1.93550,4.20,54231,40.564680,-105.073027,1527.3,12,0.012336,0.8
61:04:27,1657440330,2022-07-10T08:05:27,2022-07-10T02:05:30,2.003,7320.94,32.01,31.94,33.55,848.83,849.88,191.183334,19.17,0.9663,291,0,12.809,1.93029,4.20,54241,40.564676,-105.073014,1528.2,12,0.010794,0.8
61:04:57,1657440360,2022-07-10T08:05:57,2022-07-10T02:06:00,2.002,7321.94,32.00,31.83,33.53,848.85,849.99,190.766663,18.80,0.9665,291,0,12.808,1.92968,4.20,54250,40.564666,-105.073026,1528.9,12,0.031868,0.8
61:05:27,1657440390,2022-07-10T08:06:27,2022-07-10T02:06:30,2.002,7322.93,31.97,31.77,33.51,848.86,850.05,187.383331,18.99,0.9666,291,0,12.808,1.93550,4.20,54259,40.564673,-105.073034,1532.8,12,0.115650,0.8
61:05:57,1657440420,2022-07-10T08:06:57,2022-07-10T02:07:00,2.000,7323.93,31.95,31.68,33.54,848.89,850.16,190.816666,19.23,0.9668,291,0,12.807,1.93427,4.20,54268,40.564678,-105.073018,1529.7,12,0.014392,0.8
61:06:27,1657440450,2022-07-10T08:07:27,2022-07-10T02:07:30,2.000,7324.93,31.93,31.69,33.49,848.87,850.06,188.066666,19.46,0.9667,291,0,12.806,1.93152,4.20,54276,40.564692,-105.073006,1528.2,12,0.023130,0.8
61:06:57,1657440480,2022-07-10T08:07:57,2022-07-10T02:08:00,1.999,7325.92,31.91,31.60,33.46,848.96,850.20,189.733337,19.94,0.9668,291,0,12.805,1.93029,4.20,54283,40.564709,-105.073002,1524.0,12,0.003598,0.8
61:07:27,1657440510,2022-07-10T08:08:27,2022-07-10T02:08:30,1.999,7326.92,31.88,31.53,33.42,848.94,850.15,188.199997,20.04,0.9669,291,0,12.803,1.93673,4.20,54290,40.564711,-105.073011,1521.2,12,0.019532,0.8
61:07:57,1657440540,2022-07-10T08:08:57,2022-07-10T02:09:00,1.998,7327.92,31.85,31.42,33.40,848.83,850.28,189.016663,20.32,0.9670,291,0,12.803,1.93397,4.20,54297,40.564699,-105.073023,1527.2,12,0.067848,0.8
61:08:27,1657440570,2022-07-10T08:09:27,2022-07-10T02:09:30,1.997,7328.91,31.82,31.36,33.40,848.87,850.32,189.283340,20.49,0.9672,291,0,12.803,1.93305,4.20,54304,40.564696,-105.073050,1532.1,12,0.131584,0.8
61:08:57,1657440600,2022-07-10T08:09:57,2022-07-10T02:10:00,1.998,7329.91,31.79,31.35,33.33,848.93,850.37,193.283340,20.55,0.9673,291,0,12.799,1.93244,4.20,54310,40.564694,-105.073039,1527.2,12,0.035466,0.8
61:09:27,1657440630,2022-07-10T08:10:27,2022-07-10T02:10:30,1.995,7330.90,31.77,31.30,33.33,848.96,850.40,189.166672,20.83,0.9674,291,0,12.801,1.93703,4.20,54316,40.564699,-105.073019,1520.7,12,0.017990,0.8
61:09:57,1657440660,2022-07-10T08:10:57,2022-07-10T02:11:00,1.995,7331.90,31.75,31.27,33.31,848.91,850.49,188.899994,20.82,0.9675,291,0,12.799,1.92693,4.20,54321,40.564689,-105.073008,1522.5,12,0.028784,0.8
61:10:27,1657440690,2022-07-10T08:11:27,2022-07-10T02:11:30,1.995,7332.90,31.71,31.23,33.29,848.98,850.50,191.699997,20.96,0.9676,291,0,12.798,1.93274,4.20,54326,40.564674,-105.073011,1522.7,12,0.028270,0.8
61:10:57,1657440720,2022-07-10T08:11:57,2022-07-10T02:12:00,1.995,7333.89,31.67,31.15,33.28,848.99,850.56,192.083328,21.34,0.9678,291,0,12.798,1.92784,4.20,54331,40.564675,-105.073019,1524.0,12,0.065792,0.8
61:11:27,1657440750,2022-07-10T08:12:27,2022-07-10T02:12:30,1.994,7334.89,31.64,31.10,33.24,848.99,850.51,189.383331,21.39,0.9678,291,0,12.795,1.93182,4.20,54336,40.564677,-105.073006,1522.9,12,0.025186,0.8
61:11:57,1657440780,2022-07-10T08:12:57,2022-07-10T02:13:00,1.993,7335.88,31.60,31.06,33.18,849.00,850.62,192.199997,21.71,0.9680,291,0,12.792,1.92907,4.17,54340,40.564689,-105.073007,1522.5,12,0.020046,0.9
61:12:27,1657440810,2022-07-10T08:13:27,2022-07-10T02:13:30,1.994,7336.88,31.57,30.94,33.13,848.95,850.68,189.983337,21.77,0.9682,291,0,12.791,1.92999,4.17,54328,40.564694,-105.073027,1516.4,12,0.065278,0.8
61:12:57,1657440840,2022-07-10T08:13:57,2022-07-10T02:14:00,1.989,7337.88,31.51,30.75,33.12,849.11,850.96,189.616669,21.61,0.9687,290,0,12.787,1.92479,4.17,54317,40.564701,-105.073037,1518.0,12,0.022102,0.7
61:13:27,1657440870,2022-07-10T08:14:27,2022-07-10T02:14:30,1.993,7338.87,31.47,30.58,33.08,849.06,851.10,190.716660,21.57,0.9690,290,0,12.804,1.93366,4.16,54305,40.564705,-105.073026,1521.8,12,0.031354,0.7
61:13:57,1657440900,2022-07-10T08:14:57,2022-07-10T02:15:00,1.992,7339.87,31.42,30.49,33.01,849.07,851.30,186.850006,21.77,0.9694,290,0,12.803,1.92815,4.16,54293,40.564712,-105.073039,1517.6,12,0.028784,0.7
61:14:27,1657440930,2022-07-10T08:15:27,2022-07-10T02:15:30,1.991,7340.86,31.37,30.32,32.98,849.08,851.41,191.766663,21.59,0.9697,290,0,12.798,1.92693,4.16,54281,40.564679,-105.073033,1521.2,12,0.017476,0.7
61:14:57,1657440960,2022-07-10T08:15:57,2022-07-10T02:16:00,1.991,7341.86,31.32,30.20,32.92,849.09,851.45,191.600006,22.11,0.9698,290,0,12.799,1.92999,4.16,54270,40.564687,-105.073049,1524.1,12,0.020560,0.7
61:15:27,1657440990,2022-07-10T08:16:27,2022-07-10T02:16:30,1.989,7342.86,31.28,30.11,32.88,848.99,851.59,190.333328,21.64,0.9702,289,0,12.799,1.92693,4.16,54258,40.564678,-105.073027,1522.4,12,0.149060,0.7
