(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,PumpT,PCBT,FdpT,PumpP,PCBP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShdop
39:35:15,1657362990,2022-07-09T10:36:27,2022-07-09T04:36:30,1.992,4746.68,27.26,25.61,28.85,851.41,855.84,185.550003,36.54,0.9867,251,0,13.365,1.96796,4.12,53226,40.564709,-105.073006,1532.3,12,0.101258,0.8
39:35:45,1657363020,2022-07-09T10:36:57,2022-07-09T04:37:00,1.991,4747.68,27.26,25.55,28.79,851.60,855.84,186.149994,36.92,0.9866,251,0,13.364,1.96339,4.12,53214,40.564709,-105.073028,1529.2,11,0.055512,0.9
39:36:15,1657363050,2022-07-09T10:37:27,2022-07-09T04:37:30,1.991,4748.67,27.24,25.57,28.80,851.49,855.84,184.899994,36.84,0.9867,251,0,13.363,1.96453,4.12,53201,40.564701,-105.072970,1535.2,12,0.019018,0.8
39:36:45,1657363080,2022-07-09T10:37:57,2022-07-09T04:38:00,1.990,4749.67,27.23,25.54,28.77,851.49,855.87,184.250000,36.93,0.9868,251,0,13.363,1.96796,4.11,53189,40.564711,-105.072951,1538.7,11,0.023130,0.9
39:37:15,1657363110,2022-07-09T10:38:27,2022-07-09T04:38:30,1.990,4750.66,27.20,25.48,28.76,851.58,855.93,185.000000,37.01,0.9869,251,0,13.364,1.96644,4.11,53177,40.564708,-105.072976,1530.4,12,0.130556,0.8
39:37:45,1657363140,2022-07-09T10:38:57,2022-07-09T04:39:00,1.990,4751.66,27.20,25.51,28.73,851.58,855.96,182.649994,36.89,0.9870,250,0,13.363,1.96301,4.11,53165,40.564719,-105.072981,1530.7,12,0.040092,0.8
39:38:15,1657363170,2022-07-09T10:39:27,2022-07-09T04:39:30,1.994,4752.66,27.16,25.50,28.74,851.59,855.94,187.050003,36.88,0.9871,250,0,13.385,1.97064,4.11,53152,40.564737,-105.072979,1534.2,12,0.044718,0.8
39:38:45,1657363200,2022-07-09T10:39:57,2022-07-09T04:40:00,1.994,4753.65,27.16,25.45,28.73,851.50,856.04,186.199997,37.23,0.9872,250,0,13.387,1.96606,4.11,53140,40.564724,-105.072983,1533.3,12,0.118734,0.8
39:39:15,1657363230,2022-07-09T10:40:27,2022-07-09T04:40:30,1.993,4754.65,27.15,25.45,28.69,851.45,856.04,188.649994,37.21,0.9872,250,0,13.385,1.96453,4.11,53128,40.564726,-105.072964,1535.9,12,0.070932,0.8
39:39:45,1657363260,2022-07-09T10:40:57,2022-07-09T04:41:00,1.993,4755.65,27.13,25.41,28.70,851.48,855.97,186.800003,37.28,0.9872,250,0,13.386,1.96796,4.11,53116,40.564713,-105.072974,1534.3,12,0.080698,1.0
39:40:15,1657363290,2022-07-09T10:41:27,2022-07-09T04:41:30,1.993,4756.64,27.11,25.36,28.67,851.51,856.00,184.850006,37.22,0.9873,250,0,13.386,1.97025,4.11,53103,40.564684,-105.072973,1536.2,12,0.158826,1.0
39:40:45,1657363320,2022-07-09T10:41:57,2022-07-09T04:42:00,1.992,4757.64,27.11,25.32,28.66,851.65,855.97,185.100006,37.29,0.9872,250,0,13.385,1.96873,4.11,53091,40.564700,-105.072973,1535.0,12,0.003084,0.8
39:41:15,1657363350,2022-07-09T10:42:27,2022-07-09T04:42:30,1.992,4758.63,27.08,25.34,28.61,851.60,856.01,186.750000,37.34,0.9874,250,0,13.385,1.97102,4.11,53079,40.564677,-105.072967,1534.7,12,0.009252,0.9
39:41:45,1657363380,2022-07-09T10:42:57,2022-07-09T04:43:00,1.992,4759.63,27.07,25.31,28.60,851.43,855.98,183.949997,37.27,0.9874,250,0,13.383,1.96758,4.11,53067,40.564674,-105.072986,1532.1,12,0.060138,1.1
39:42:15,1657363410,2022-07-09T10:43:27,2022-07-09T04:43:30,1.992,4760.63,27.07,25.32,28.62,851.60,856.06,185.250000,37.38,0.9875,250,0,13.385,1.96149,4.11,53054,40.564668,-105.073025,1525.6,12,0.083782,1.1
39:42:45,1657363440,2022-07-09T10:43:57,2022-07-09T04:44:00,1.992,4761.62,27.05,25.28,28.61,851.68,856.04,187.000000,37.16,0.9876,250,0,13.384,1.96682,4.11,53042,40.564683,-105.073024,1527.0,12,0.088408,0.8
39:43:15,1657363470,2022-07-09T10:44:27,2022-07-09T04:44:30,1.991,4762.62,27.03,25.29,28.58,851.63,856.04,184.949997,37.23,0.9876,250,0,13.384,1.96949,4.10,53030,40.564703,-105.073002,1531.3,12,0.174246,0.8
39:43:45,1657363500,2022-07-09T10:44:57,2022-07-09T04:45:00,1.991,4763.61,27.03,25.28,28.60,851.63,856.01,183.449997,37.24,0.9876,250,0,13.383,1.96720,4.10,53018,40.564718,-105.072985,1533.0,12,0.034952,0.9
39:44:15,1657363530,2022-07-09T10:45:27,2022-07-09T04:45:30,1.990,4764.61,27.01,25.25,28.57,851.59,856.04,182.949997,37.30,0.9877,250,0,13.383,1.96796,4.10,53005,40.564695,-105.073032,1526.7,12,0.073502,0.8
39:44:45,1657363560,2022-07-09T10:45:57,2022-07-09T04:46:00,1.990,4765.61,27.00,25.20,28.58,851.53,856.07,183.550003,37.27,0.9878,250,0,13.383,1.96377,4.10,52993,40.564672,-105.072957,1528.6,12,0.371108,0.8
39:45:15,1657363590,2022-07-09T10:46:27,2022-07-09T04:46:30,1.990,4766.60,26.99,25.17,28.52,851.51,856.18,182.699997,37.41,0.9879,250,0,13.381,1.96529,4.10,52981,40.564663,-105.072964,1528.1,11,0.056540,0.9
39:45:45,1657363620,2022-07-09T10:46:57,2022-07-09T04:47:00,1.990,4767.60,26.97,25.18,28.55,851.65,856.11,183.800003,37.50,0.9879,250,0,13.382,1.96949,4.10,52968,40.564677,-105.072949,1528.7,12,0.063736,0.8
39:46:15,1657363650,2022-07-09T10:47:27,2022-07-09T04:47:30,1.989,4768.59,26.96,25.14,28.55,851.65,856.08,186.550003,37.28,0.9879,249,0,13.381,1.96377,4.10,52956,40.564679,-105.072942,1531.2,12,0.093548,0.8
39:46:45,1657363680,2022-07-09T10:47:57,2022-07-09T04:48:00,1.993,4769.59,26.93,25.12,28.56,851.60,856.06,184.699997,37.35,0.9880,249,0,13.405,1.96796,4.10,52944,40.564701,-105.072994,1530.4,12,0.097660,0.8
39:47:15,1657363710,2022-07-09T10:48:27,2022-07-09T04:48:30,1.993,4770.59,26.94,25.11,28.50,851.62,856.11,184.600006,37.40,0.9880,249,0,13.405,1.97370,4.10,52932,40.564691,-105.073027,1525.4,12,0.100744,0.8
39:47:45,1657363740,2022-07-09T10:48:57,2022-07-09T04:49:00,1.992,4771.58,26.92,25.08,28.50,851.65,856.04,184.550003,37.41,0.9880,249,0,13.404,1.96377,4.10,52919,40.564689,-105.073003,1528.2,12,0.155742,0.8
39:48:15,1657363770,2022-07-09T10:49:27,2022-07-09T04:49:30,1.992,4772.58,26.90,25.09,28.44,851.57,856.04,185.100006,37.45,0.9881,249,0,13.403,1.96987,4.10,52907,40.564712,-105.072993,1530.2,12,0.024158,0.8
39:48:45,1657363800,2022-07-09T10:49:57,2022-07-09T04:50:00,1.992,4773.57,26.89,25.09,28.45,851.63,856.12,186.600006,37.43,0.9882,249,0,13.405,1.96873,4.10,52895,40.564736,-105.073024,1529.1,12,0.121304,0.9
39:49:15,1657363830,2022-07-09T10:50:27,2022-07-09T04:50:30,1.991,4774.57,26.87,25.05,28.46,851.56,856.15,183.949997,37.58,0.9883,249,0,13.404,1.96644,4.10,52882,40.564708,-105.072985,1528.0,12,0.010280,0.9
39:49:45,1657363860,2022-07-09T10:50:57,2022-07-09T04:51:00,1.991,4775.57,26.86,25.04,28.43,851.61,856.13,184.899994,37.47,0.9883,249,0,13.404,1.96606,4.10,52870,40.564710,-105.072978,1526.7,12,0.070418,0.9
39:50:15,1657363890,2022-07-09T10:51:27,2022-07-09T04:51:30,1.990,4776.56,26.85,25.00,28.42,851.59,856.18,185.800003,37.70,0.9884,249,0,13.404,1.96567,4.10,52858,40.564702,-105.072971,1532.2,12,0.035980,0.9
39:50:45,1657363920,2022-07-09T10:51:57,2022-07-09T04:52:00,1.991,4777.56,26.83,25.01,28.40,851.56,856.13,186.750000,37.65,0.9884,249,0,13.404,1.96949,4.09,52846,40.564716,-105.072953,1533.3,12,0.020560,0.8
39:51:15,1657363950,2022-07-09T10:52:27,2022-07-09T04:52:30,1.990,4778.56,26.82,24.98,28.35,851.62,856.16,186.300003,37.75,0.9884,249,0,13.401,1.96873,4.09,52833,40.564732,-105.072945,1536.9,12,0.039064,0.8
39:51:45,1657363980,2022-07-09T10:52:57,2022-07-09T04:53:00,1.990,4779.55,26.80,24.98,28.38,851.65,856.19,183.300003,37.84,0.9885,249,0,13.404,1.96606,4.09,52821,40.564724,-105.072977,1533.0,12,0.123874,0.8
39:52:15,1657364010,2022-07-09T10:53:27,2022-07-09T04:53:30,1.990,4780.55,26.79,24.97,28.34,851.60,856.19,187.399994,37.92,0.9886,249,0,13.404,1.96720,4.09,52809,40.564728,-105.072966,1536.9,12,0.042148,0.9
39:52:45,1657364040,2022-07-09T10:53:57,2022-07-09T04:54:00,1.990,4781.54,26.77,24.96,28.32,851.73,856.20,185.100006,37.77,0.9887,249,0,13.403,1.97102,4.09,52796,40.564714,-105.072940,1536.3,12,0.111024,0.8
39:53:15,1657364070,2022-07-09T10:54:27,2022-07-09T04:54:30,1.990,4782.54,26.74,24.91,28.31,851.71,856.23,185.199997,37.88,0.9888,249,0,13.401,1.97025,4.09,52784,40.564686,-105.072924,1536.4,12,0.042662,0.8
39:53:45,1657364100,2022-07-09T10:54:57,2022-07-09T04:55:00,1.989,4783.54,26.73,24.93,28.30,851.58,856.18,186.050003,37.87,0.9888,248,0,13.401,1.96225,4.09,52772,40.564682,-105.072918,1538.2,12,0.058082,0.9
39:54:15,1657364130,2022-07-09T10:55:27,2022-07-09T04:55:30,1.992,4784.53,26.71,25.22,28.31,851.50,855.63,185.800003,37.88,0.9882,248,0,13.440,1.97140,4.19,52803,40.564679,-105.072938,1533.6,12,0.185554,0.8
39:54:45,1657364160,2022-07-09T10:55:57,2022-07-09T04:56:00,1.995,4785.53,26.73,25.63,28.30,851.61,855.26,186.850006,37.77,0.9877,248,0,13.446,1.97178,4.19,52831,40.564714,-105.072964,1533.8,12,0.106912,0.8
39:55:15,1657364190,2022-07-09T10:56:27,2022-07-09T04:56:30,1.999,4786.52,26.75,25.92,28.28,851.55,854.79,186.449997,37.80,0.9871,248,0,13.450,1.97753,4.19,52858,40.564692,-105.072935,1537.1,12,0.057054,0.8
39:55:45,1657364220,2022-07-09T10:56:57,2022-07-09T04:57:00,2.002,4787.52,26.76,26.20,28.34,851.62,854.54,184.550003,37.51,0.9868,248,0,13.453,1.97753,4.19,52884,40.564720,-105.072920,1540.5,12,0.029298,0.8
39:56:15,1657364250,2022-07-09T10:57:27,2022-07-09T04:57:30,2.004,4788.52,26.80,26.35,28.34,851.81,854.25,188.750000,37.54,0.9863,248,0,13.457,1.97945,4.19,52908,40.564716,-105.072935,1538.6,12,0.101258,0.9
39:56:45,1657364280,2022-07-09T10:57:57,2022-07-09T04:58:00,2.005,4789.52,26.83,26.53,28.33,851.53,854.09,186.350006,37.61,0.9860,248,0,13.457,1.97945,4.19,52932,40.564688,-105.072973,1535.6,12,0.159854,0.8
39:57:15,1657364310,2022-07-09T10:58:27,2022-07-09T04:58:30,2.007,4790.52,26.84,26.66,28.37,851.61,854.00,186.399994,37.45,0.9859,248,0,13.460,1.97791,4.19,52955,40.564685,-105.072960,1539.9,12,0.064250,0.8
39:57:45,1657364340,2022-07-09T10:58:57,2022-07-09T04:59:00,2.008,4791.53,26.86,26.76,28.41,851.72,853.87,188.850006,37.35,0.9857,248,0,13.460,1.97906,4.19,52978,40.564706,-105.073008,1537.6,12,0.113594,0.8
39:58:15,1657364370,2022-07-09T10:59:27,2022-07-09T04:59:30,2.008,4792.53,26.88,26.81,28.42,851.69,853.76,186.100006,37.43,0.9855,248,0,13.461,1.97599,4.19,52999,40.564721,-105.073047,1530.1,12,0.057568,0.7
39:58:45,1657364400,2022-07-09T10:59:57,2022-07-09T05:00:00,2.009,4793.54,26.89,26.92,28.47,851.69,853.70,188.350006,37.47,0.9854,248,0,13.463,1.97983,4.19,53020,40.564717,-105.073019,1531.7,12,0.184012,0.7
39:59:15,1657364430,2022-07-09T11:00:27,2022-07-09T05:00:30,2.009,4794.55,26.91,26.93,28.45,851.74,853.65,189.550003,37.36,0.9853,248,0,13.463,1.97868,4.19,53041,40.564705,-105.073002,1532.4,12,0.038550,0.7
39:59:45,1657364460,2022-07-09T11:00:57,2022-07-09T05:01:00,2.009,4795.56,26.92,26.97,28.48,851.68,853.49,186.600006,37.29,0.9851,248,0,13.463,1.98291,4.19,53061,40.564704,-105.073011,1531.4,12,0.038036,0.8
40:00:15,1657364490,2022-07-09T11:01:27,2022-07-09T05:01:30,2.010,4796.57,26.92,27.02,28.49,851.65,853.54,186.250000,37.22,0.9851,248,0,13.462,1.97830,4.19,53080,40.564690,-105.072981,1534.8,12,0.022102,0.8
40:00:45,1657364520,2022-07-09T11:01:57,2022-07-09T05:02:00,2.011,4797.57,26.92,27.04,28.49,851.71,853.49,185.300003,37.25,0.9851,248,0,13.464,1.97638,4.19,53099,40.564696,-105.072979,1537.0,12,0.088922,0.8
40:01:15,1657364550,2022-07-09T11:02:27,2022-07-09T05:02:30,2.010,4798.58,26.93,27.04,28.50,851.63,853.49,189.600006,37.00,0.9851,248,0,13.463,1.97791,4.19,53117,40.564685,-105.073000,1536.9,12,0.106912,0.7
40:01:45,1657364580,2022-07-09T11:02:57,2022-07-09T05:03:00,2.010,4799.59,26.95,27.06,28.51,851.57,853.48,187.850006,37.04,0.9850,248,0,13.463,1.98176,4.19,53135,40.564687,-105.073008,1534.8,12,0.017990,0.7
40:02:15,1657364610,2022-07-09T11:03:27,2022-07-09T05:03:30,2.010,4800.60,26.95,27.08,28.51,851.62,853.53,188.199997,37.07,0.9850,248,0,13.464,1.98252,4.19,53152,40.564702,-105.073015,1534.7,12,0.035980,0.8
40:02:45,1657364640,2022-07-09T11:03:57,2022-07-09T05:04:00,2.010,4801.61,26.95,27.02,28.53,851.68,853.53,187.250000,37.20,0.9850,248,0,13.464,1.97983,4.19,53169,40.564722,-105.073020,1533.9,12,0.010280,0.7
40:03:15,1657364670,2022-07-09T11:04:27,2022-07-09T05:04:30,2.009,4802.62,26.95,27.04,28.50,851.46,853.61,188.050003,37.16,0.9851,248,0,13.463,1.97983,4.19,53186,40.564721,-105.073029,1534.8,12,0.015934,0.7
40:03:45,1657364700,2022-07-09T11:04:57,2022-07-09T05:05:00,2.010,4803.63,26.95,27.02,28.53,851.68,853.53,184.550003,37.23,0.9850,248,0,13.461,1.98406,4.19,53201,40.564688,-105.073019,1534.4,12,0.033410,0.7
40:04:15,1657364730,2022-07-09T11:05:27,2022-07-09T05:05:30,2.009,4804.64,26.95,27.02,28.51,851.57,853.53,188.649994,37.20,0.9850,248,0,13.461,1.98022,4.19,53217,40.564686,-105.073021,1533.3,12,0.046774,0.7
40:04:45,1657364760,2022-07-09T11:05:57,2022-07-09T05:06:00,2.009,4805.65,26.96,27.00,28.50,851.48,853.66,185.300003,37.15,0.9851,248,0,13.461,1.97945,4.19,53232,40.564692,-105.073022,1531.3,12,0.120276,0.8
40:05:15,1657364790,2022-07-09T11:06:27,2022-07-09T05:06:30,2.009,4806.66,26.96,26.94,28.50,851.46,853.66,186.199997,37.29,0.9851,248,0,13.461,1.98291,4.19,53246,40.564711,-105.073071,1526.8,12,0.054998,0.8
40:05:45,1657364820,2022-07-09T11:06:57,2022-07-09T05:07:00,2.008,4807.66,26.95,26.92,28.51,851.62,853.66,184.600006,37.23,0.9852,248,0,13.460,1.97906,4.19,53261,40.564717,-105.073065,1523.1,12,0.101258,0.8
40:06:15,1657364850,2022-07-09T11:07:27,2022-07-09T05:07:30,2.008,4808.67,26.96,26.91,28.51,851.70,853.72,189.750000,37.28,0.9852,248,0,13.458,1.97868,4.19,53274,40.564729,-105.073043,1525.1,12,0.021074,0.7
40:06:45,1657364880,2022-07-09T11:07:57,2022-07-09T05:08:00,2.008,4809.67,26.94,26.91,28.52,851.68,853.77,187.899994,37.23,0.9853,248,0,13.458,1.98176,4.19,53288,40.564731,-105.073025,1529.8,12,0.062708,0.7
40:07:15,1657364910,2022-07-09T11:08:27,2022-07-09T05:08:30,2.008,4810.68,26.95,26.86,28.52,851.62,853.77,188.000000,37.21,0.9853,248,0,13.457,1.98176,4.19,53301,40.564732,-105.073035,1531.8,12,0.131584,0.7
40:07:45,1657364940,2022-07-09T11:08:57,2022-07-09T05:09:00,2.007,4811.68,26.95,26.86,28.52,851.68,853.90,189.399994,37.18,0.9854,248,0,13.460,1.97906,4.19,53313,40.564717,-105.073011,1535.7,12,0.042662,0.8
40:08:15,1657364970,2022-07-09T11:09:27,2022-07-09T05:09:30,2.007,4812.68,26.92,26.78,28.50,851.65,853.80,187.100006,37.18,0.9854,248,0,13.455,1.97676,4.19,53325,40.564700,-105.072973,1537.2,12,0.067334,0.8
40:08:45,1657365000,2022-07-09T11:09:57,2022-07-09T05:10:00,2.007,4813.69,26.92,26.74,28.49,851.65,853.88,184.250000,37.22,0.9855,248,0,13.456,1.98060,4.19,53337,40.564711,-105.072990,1538.4,12,0.070932,0.8
40:09:15,1657365030,2022-07-09T11:10:27,2022-07-09T05:10:30,2.007,4814.69,26.91,26.71,28.48,851.63,853.91,186.250000,37.15,0.9856,248,0,13.455,1.97370,4.19,53349,40.564716,-105.073026,1537.5,12,0.103828,0.7
40:09:45,1657365060,2022-07-09T11:10:57,2022-07-09T05:11:00,2.007,4815.70,26.90,26.69,28.47,851.63,854.02,188.050003,37.25,0.9858,248,0,13.456,1.98137,4.19,53360,40.564705,-105.073004,1537.9,12,0.014906,0.8
40:10:15,1657365090,2022-07-09T11:11:27,2022-07-09T05:11:30,2.007,4816.70,26.89,26.68,28.45,851.53,853.99,185.949997,37.24,0.9858,248,0,13.454,1.98099,4.19,53371,40.564707,-105.072995,1538.7,12,0.072474,0.7
40:10:45,1657365120,2022-07-09T11:11:57,2022-07-09T05:12:00,2.007,4817.70,26.88,26.64,28.42,851.72,854.02,186.250000,37.33,0.9858,248,0,13.454,1.98252,4.19,53381,40.564716,-105.072993,1537.6,12,0.039064,0.8
40:11:15,1657365150,2022-07-09T11:12:27,2022-07-09T05:12:30,2.006,4818.70,26.86,26.58,28.43,851.66,854.05,186.300003,37.32,0.9859,248,0,13.455,1.98291,4.19,53392,40.564707,-105.073023,1531.4,12,0.063222,0.8
40:11:45,1657365180,2022-07-09T11:12:57,2022-07-09T05:13:00,2.006,4819.71,26.85,26.58,28.44,851.59,854.03,188.000000,37.35,0.9859,248,0,13.454,1.98214,4.19,53402,40.564711,-105.073029,1532.2,12,0.023130,0.7
40:12:15,1657365210,2022-07-09T11:13:27,2022-07-09T05:13:30,2.005,4820.71,26.85,26.53,28.38,851.64,854.08,187.899994,37.21,0.9860,248,0,13.453,1.97485,4.19,53411,40.564710,-105.073013,1533.2,12,0.016448,0.7
40:12:45,1657365240,2022-07-09T11:13:57,2022-07-09T05:14:00,2.005,4821.71,26.83,26.52,28.40,851.67,854.09,185.250000,37.14,0.9861,248,0,13.453,1.97523,4.19,53421,40.564708,-105.073016,1533.7,12,0.020560,0.7
40:13:15,1657365270,2022-07-09T11:14:27,2022-07-09T05:14:30,2.004,4822.71,26.81,26.48,28.41,851.59,854.17,185.500000,37.26,0.9863,248,0,13.452,1.97599,4.19,53430,40.564697,-105.073028,1535.5,12,0.078642,0.7
40:13:45,1657365300,2022-07-09T11:14:57,2022-07-09T05:15:00,2.003,4823.70,26.80,26.46,28.36,851.51,854.25,184.850006,37.14,0.9864,248,0,13.455,1.97676,4.19,53439,40.564688,-105.073030,1532.3,12,0.122846,0.8
40:14:15,1657365330,2022-07-09T11:15:27,2022-07-09T05:15:30,2.003,4824.70,26.79,26.41,28.36,851.68,854.30,184.699997,37.20,0.9865,248,0,13.450,1.97753,4.19,53447,40.564702,-105.073033,1529.8,12,0.110510,0.7
40:14:45,1657365360,2022-07-09T11:15:57,2022-07-09T05:16:00,2.003,4825.70,26.78,26.38,28.35,851.68,854.30,188.149994,37.27,0.9865,248,0,13.452,1.97945,4.19,53455,40.564713,-105.073023,1529.4,12,0.029298,0.8
40:15:15,1657365390,2022-07-09T11:16:27,2022-07-09T05:16:30,2.003,4826.69,26.77,26.36,28.34,851.65,854.41,187.750000,37.28,0.9867,248,0,13.450,1.97638,4.19,53463,40.564726,-105.073040,1529.9,12,0.017990,0.7
40:15:45,1657365420,2022-07-09T11:16:57,2022-07-09T05:17:00,2.003,4827.69,26.76,26.31,28.35,851.76,854.36,185.800003,37.31,0.9866,248,0,13.450,1.97485,4.19,53471,40.564721,-105.073017,1533.8,12,0.029812,0.7
40:16:15,1657365450,2022-07-09T11:17:27,2022-07-09T05:17:30,2.002,4828.69,26.75,26.28,28.30,851.61,854.42,185.649994,37.44,0.9867,248,0,13.449,1.97140,4.19,53479,40.564727,-105.073036,1533.2,12,0.043690,0.8
40:16:45,1657365480,2022-07-09T11:17:57,2022-07-09T05:18:00,2.002,4829.69,26.75,26.27,28.30,851.77,854.37,186.050003,37.55,0.9867,248,0,13.449,1.97408,4.19,53486,40.564754,-105.073085,1528.3,12,0.171676,0.8
40:17:15,1657365510,2022-07-09T11:18:27,2022-07-09T05:18:30,2.002,4830.68,26.73,26.23,28.33,851.74,854.39,184.949997,37.47,0.9868,248,0,13.449,1.97255,4.19,53494,40.564750,-105.073050,1532.7,12,0.082240,0.7
40:17:45,1657365540,2022-07-09T11:18:57,2022-07-09T05:19:00,2.001,4831.68,26.73,26.22,28.28,851.80,854.47,185.149994,37.41,0.9869,248,0,13.450,1.97523,4.19,53501,40.564737,-105.073013,1533.8,12,0.085838,0.7
40:18:15,1657365570,2022-07-09T11:19:27,2022-07-09T05:19:30,2.001,4832.67,26.72,26.22,28.28,851.85,854.55,189.300003,37.59,0.9870,248,0,13.449,1.97485,4.19,53507,40.564743,-105.073017,1535.2,12,0.054998,0.8
40:18:45,1657365600,2022-07-09T11:19:57,2022-07-09T05:20:00,2.001,4833.67,26.71,26.12,28.25,851.77,854.63,184.600006,37.59,0.9871,248,0,13.447,1.97676,4.19,53514,40.564727,-105.073019,1536.9,12,0.048830,0.8
40:19:15,1657365630,2022-07-09T11:20:27,2022-07-09T05:20:30,2.000,4834.67,26.69,26.15,28.26,851.78,854.59,185.149994,37.60,0.9871,248,0,13.447,1.97523,4.19,53520,40.564714,-105.073028,1537.5,12,0.067848,0.7
40:19:45,1657365660,2022-07-09T11:20:57,2022-07-09T05:21:00,2.000,4835.66,26.68,26.08,28.26,851.86,854.69,185.350006,37.70,0.9873,248,0,13.446,1.97408,4.19,53526,40.564710,-105.073051,1532.1,12,0.070418,0.8
40:20:15,1657365690,2022-07-09T11:21:27,2022-07-09T05:21:30,2.000,4836.66,26.67,26.05,28.25,851.75,854.67,187.600006,37.78,0.9873,248,0,13.445,1.97561,4.19,53533,40.564716,-105.073034,1534.3,12,0.198404,0.7
40:20:45,1657365720,2022-07-09T11:21:57,2022-07-09T05:22:00,1.998,4837.65,26.67,26.01,28.23,851.83,854.69,186.600006,37.84,0.9873,248,0,13.446,1.96949,4.19,53538,40.564705,-105.073022,1539.0,12,0.096118,0.7
40:21:15,1657365750,2022-07-09T11:22:27,2022-07-09T05:22:30,1.999,4838.65,26.65,25.99,28.20,851.73,854.67,183.300003,37.92,0.9873,248,0,13.445,1.97676,4.19,53544,40.564708,-105.072993,1541.9,12,0.066306,0.8
40:21:45,1657365780,2022-07-09T11:22:57,2022-07-09T05:23:00,1.999,4839.65,26.63,25.98,28.23,851.68,854.63,187.699997,37.93,0.9873,248,0,13.444,1.96987,4.19,53550,40.564706,-105.072959,1541.0,12,0.058082,0.7
40:22:15,1657365810,2022-07-09T11:23:27,2022-07-09T05:23:30,1.998,4840.64,26.63,25.95,28.23,851.76,854.73,187.149994,37.86,0.9875,248,0,13.443,1.97523,4.19,53555,40.564724,-105.072959,1539.8,12,0.027756,0.7
40:22:45,1657365840,2022-07-09T11:23:57,2022-07-09T05:24:00,1.997,4841.64,26.62,25.93,28.18,851.71,854.78,184.850006,37.90,0.9875,248,0,13.444,1.97293,4.19,53560,40.564722,-105.072997,1534.9,12,0.094576,0.7
40:23:15,1657365870,2022-07-09T11:24:27,2022-07-09T05:24:30,1.997,4842.64,26.60,25.91,28.18,851.77,854.71,186.050003,37.96,0.9875,248,0,13.443,1.97064,4.19,53565,40.564728,-105.073021,1536.9,12,0.045746,0.7
40:23:45,1657365900,2022-07-09T11:24:57,2022-07-09T05:25:00,1.997,4843.63,26.60,25.87,28.15,851.63,854.78,187.100006,38.05,0.9876,248,0,13.438,1.97408,4.15,53568,40.564708,-105.073031,1537.1,12,0.050886,0.7
40:24:15,1657365930,2022-07-09T11:25:27,2022-07-09T05:25:30,1.997,4844.63,26.59,25.78,28.15,851.63,854.81,185.550003,38.11,0.9877,248,0,13.438,1.97331,4.15,53556,40.564699,-105.073044,1537.9,12,0.048316,0.7
40:24:45,1657365960,2022-07-09T11:25:57,2022-07-09T05:26:00,1.996,4845.62,26.57,25.64,28.13,851.69,855.11,183.250000,38.16,0.9881,248,0,13.434,1.97446,4.15,53544,40.564720,-105.073061,1539.4,12,0.218450,0.7
40:25:15,1657365990,2022-07-09T11:26:27,2022-07-09T05:26:30,1.995,4846.62,26.56,25.53,28.16,851.77,855.16,188.800003,38.12,0.9882,248,0,13.433,1.96682,4.14,53532,40.564726,-105.073088,1535.0,12,0.176302,0.8
40:25:45,1657366020,2022-07-09T11:26:57,2022-07-09T05:27:00,1.993,4847.62,26.54,25.42,28.09,851.80,855.30,187.149994,38.37,0.9884,248,0,13.432,1.97025,4.14,53519,40.564704,-105.073087,1533.7,12,0.100230,0.8
40:26:15,1657366050,2022-07-09T11:27:27,2022-07-09T05:27:30,1.993,4848.61,26.50,25.35,28.09,851.75,855.31,184.149994,38.43,0.9885,248,0,13.430,1.96491,4.14,53507,40.564686,-105.073082,1528.7,12,0.416854,0.8
40:26:45,1657366080,2022-07-09T11:27:57,2022-07-09T05:28:00,1.992,4849.61,26.48,25.28,28.06,851.76,855.55,189.500000,38.51,0.9889,248,0,13.430,1.96911,4.14,53495,40.564711,-105.073073,1528.5,12,0.005654,0.8
40:27:15,1657366110,2022-07-09T11:28:27,2022-07-09T05:28:30,1.992,4850.60,26.46,25.18,28.02,851.82,855.55,186.699997,38.46,0.9889,248,0,13.428,1.96911,4.14,53483,40.564719,-105.073106,1525.1,12,0.144434,0.7
40:27:45,1657366140,2022-07-09T11:28:57,2022-07-09T05:29:00,1.991,4851.60,26.45,25.08,28.01,851.80,855.76,184.500000,38.56,0.9892,248,0,13.427,1.96301,4.14,53471,40.564728,-105.073069,1527.9,12,0.150602,0.8
40:28:15,1657366170,2022-07-09T11:29:27,2022-07-09T05:29:30,1.990,4852.60,26.43,25.06,27.99,851.80,855.82,184.949997,38.51,0.9894,248,0,13.427,1.97293,4.14,53458,40.564716,-105.073034,1532.9,12,0.199946,0.8
